index,chunk_num,text
1995,0,"Now said LCD pins pin G&D of LCD to G&D of Arduino, DCC of LCD to 5V Arduino, SDA 204 of Arduino and SCL 2 of 5 of Arduino."
1996,0,Well done the code is.
1997,0,Running successfully.
1998,0,Thank you for learning with Wise Robo.
1999,0,"Keep experimenting, keep building and see you in the next project."
2000,0,Hello everyone.
2001,0,Welcome to Wiz Robo.
2002,0,Today we are going to learn a temperature and humidity monitoring project using Arduino DHT 11 sensor and LCD display.
2003,0,This project is very useful in real life.
2004,0,"It is used in weather stations, smart homes, greenhouses, cold storage and industries where temperature and humidity control is important."
2005,0,1st we include the required libraries.
2006,0,Hash include wire H.
2007,0,"Hash include liquid, crystal_I2C, H."
2008,0,Hash include DHT.
2009,0,Wire library helps Arduino communicate with LCD.
2010,0,Liquid Crystal ITUC library controls the LCD display.
2011,0,DHT library helps Arduino read temperature and humidity.
2012,0,Hash defined at pin 2.
2013,0,Hash define DHT TYP DHT 11.
2014,0,Create LCD and DHT objects.
2015,0,LCD address and connects the DHT sensor to Arduino.
2016,0,In setup block initialized and backlight is turned on.
2017,0,The DHT sensor is started.
2018,0,A welcome message is displayed on the LCD.
2019,0,"In loop function, Arduino reads humidity and temperature values from the sensor."
2020,0,"If the sensor does not give values, an error message is shown."
2021,0,Else temperature is displayed in degrees Celsius.
2022,0,And humidity is displayed in percentage.
2023,0,Arduino updates the values every two seconds.
2024,0,Now let's see the connections.
2025,0,"DHT 11 DCC to Arduino 5V, DHT 11 G&D to Arduino GND, DHT 11 data to Arduino Digital Pin 2 LCD connections."
2026,0,"LCDC to Arduino 5V LCD G&D to Arduino GND LCD SDA to Arduino A4, LCD SCL to Arduino A5."
2027,0,Upload the code to Arduino.
2028,0,"Once powered on, the LCD will display temperature and humidity values."
2029,0,The readings update automatically every few seconds.
2030,0,Our temperature and humidity monitoring project is working successfully.
2031,0,Party Popper Arduino is continuously monitoring the environment.
2032,0,Thank you for learning with Wiz Robo.
2033,0,"Keep experimenting, keep innovating."
2034,0,"Hello everyone, welcome to Wiz Robo."
2035,0,In this project we are building an LDR light detection project using an LDR sensor and Arduino.
2036,0,An LDR or light dependent resistor helps Arduino detect the amount of light present in the surroundings.
2037,0,This concept is used in real life in automatic St.
2038,0,"lights, smart lamps, mobile phone brightness control and smart home lighting systems where devices respond automatically based on light intensity."
2039,0,"In the coding part, Arduino reads the analog value from the LDR sensor."
2040,0,"Using a simple if else condition, Arduino compares the light value with a fixed threshold and decides the output action."
2041,0,"For wiring connections, the LDR is connected in a voltage divider circuit and attached to an analog pin of Arduino."
2042,0,An output device like an LED or relay is connected to a digital pin to indicate the detected light condition.
2043,0,"During testing, when light falls on the LDR, the sensor value increases."
2044,0,"When the LDR is covered to simulate darkness, the value decreases, confirming that the light detection system is working correctly."
2045,0,"This project helps us understand sensors, analog input and decision making using Arduino, which are very important concepts in electronics and robotics."
2046,0,Thank you for learning with Wiz Robo.
2047,0,"Keep experimenting, keep learning and see you in the next project."
2048,0,Hello everyone.
2049,0,Welcome to Wiz Robo.
2050,0,Today we are going to build a very interesting project called Temperature Monitoring project using Arduino and DHT 11 sensor.
2051,0,His project is used to measure temperature around us.
2052,0,"We can see this system in weather stations, smart homes, AC control systems, and greenhouses."
2053,0,"Before starting the coding, we must install a library."
2054,0,Please open Arduino IDE.
2055,0,"Go to Sketch, Include Library, Manage Libraries."
2056,0,Now search for DHT sensor library by Adafruit.
2057,0,Click on Install.
2058,0,Without this library our DHT 11 sensor will not work.
2059,0,For this project we need Arduino Uno.
2060,0,DHT 11 temperature sensor jumper wires.
2061,0,USB cable.
2062,0,Arduino IDE software and computer system.
2063,0,1st we include the DHT library.
2064,0,Hashtag include DHT.
2065,0,Now we define the sensor pin and sensor type.
2066,0,#Defined Dippin 2.
2067,0,Hashtag define DHT TYP DHT 11.
2068,0,Next we create a DHT sensor object with code DHT DIPPIN DHTML type.
2069,0,Now comes the setup block serial dot begin starts the serial monitor.
2070,0,DHT.
2071,0,Begin activates the sensor.
2072,0,"In loop function, Arduino reads the temperature value from the sensor and store in temp variable."
2073,0,"If the sensor does not give data, Arduino shows an error message."
2074,0,Else print the temperature reading on serial board.
2075,0,Done.
2076,0,Now upload your code by clicking on upload button.
2077,0,Now let us see the wiring.
2078,0,DHT 11 DCC pin to Arduino 5V.
2079,0,DHT 11 G&D pin to Arduino G&D.
2080,0,DHT 11 data pin to Arduino Digital pin 2.
2081,0,"Open the serial monitor, set the baud rate to 9600."
2082,0,You will see the temperature values changing on the screen.
2083,0,Our temperature monitoring project is working successfully.
2084,0,Arduino is continuously monitoring the temperature.
2085,0,"Hello everyone, welcome to Wiz Robo."
2086,0,Today we are going to learn a very exciting project.
2087,0,Bluetooth controlled RGB LED using HC 05 and Arduino.
2088,0,This project helps us understand wireless communication.
2089,0,And how we can control devices remotely using a smartphone.
2090,0,"In this project, we use an HC05 Bluetooth module to send commands from a mobile phone to the Arduino."
2091,0,The Arduino receives these commands and controls A4 pin RGB LED accordingly.
2092,0,An RGB LED contains 3 colors inside it.
2093,0,"Red, green, and blue."
2094,0,"By turning these colors on and off in different combinations, we can create many different colors like red, green, blue, yellow, cyan, magenta, and white."
2095,0,"In our program, we use the software serial library to create a virtual Bluetooth communication channel on digital pins."
2096,0,and  This allows the Arduino to talk to the HC 05 module.
2097,0,"We define 3 pins, 6 for red, 7 for green and eight for blue and set them as output in the setup function."
2098,0,"Initially, all colors are turned off in the loop function."
2099,0,The Arduino continuously listens for incoming Bluetooth data.
2100,0,"When we send a letter from the mobile app, the Arduino reads it and performs the corresponding action."
2101,0,"If we send our, the RED LED turns on."
2102,0,"If we send our, the RED LED turns off."
2103,0,"Similarly, G&G control the green LED's and B&B control the blue LED's."
2104,0,"We can also send W to turn on all three colors together, which makes white light."
2105,0,If we send oh all colors turn off.
2106,0,"This type of system is used in smart lighting, decorative lights, stage lighting, and home automation projects."
2107,0,"It helps students understand serial communication, Bluetooth technology, and digital output control."
2108,0,"After uploading the code, we pair our phone with the HC0."
2109,0,Live module and use a Bluetooth app to send commands instantly.
2110,0,We can control different colors wirelessly.
2111,0,"Congratulations, you have successfully built a Bluetooth controlled RGB LED system."
2112,0,Keep learning and keep building with with Robo.
2113,0,"Hello everyone, welcome to Wiz Robo."
2114,0,Today we are going to learn a very exciting project.
2115,0,Bluetooth controlled RGB LED using HC 05 and Arduino.
2116,0,This project helps us understand wireless communication.
2117,0,And how we can control devices remotely using a smartphone.
2118,0,"In this project, we use an HC05 Bluetooth module to send commands from a mobile phone to the Arduino."
2119,0,The Arduino receives these commands and controls A4 pin RGB LED accordingly.
2120,0,An RGB LED contains 3 colors inside it.
2121,0,"Red, green, and blue."
2122,0,"By turning these colors on and off in different combinations, we can create many different colors like red, green, blue, yellow, cyan, magenta, and white."
2123,0,"In our program, we use the software serial library to create a virtual Bluetooth communication channel on digital pins."
2124,0,and  This allows the Arduino to talk to the HC 05 module.
2125,0,"We define 3 pins, 6 for red, 7 for green and eight for blue and set them as output in the setup function."
2126,0,"Initially, all colors are turned off in the loop function."
2127,0,The Arduino continuously listens for incoming Bluetooth data.
2128,0,"When we send a letter from the mobile app, the Arduino reads it and performs the corresponding action."
2129,0,"If we send our, the RED LED turns on."
2130,0,"If we send our, the RED LED turns off."
2131,0,"Similarly, G&G control the green LED's and B&B control the blue LED's."
2132,0,"We can also send W to turn on all three colors together, which makes white light."
2133,0,If we send oh all colors turn off.
2134,0,"This type of system is used in smart lighting, decorative lights, stage lighting, and home automation projects."
2135,0,"It helps students understand serial communication, Bluetooth technology, and digital output control."
2136,0,"After uploading the code, we pair our phone with the HC0."
2137,0,Live module and use a Bluetooth app to send commands instantly.
2138,0,We can control different colors wirelessly.
2139,0,"Congratulations, you have successfully built a Bluetooth controlled RGB LED system."
2140,0,Keep learning and keep building with with Robo.
2141,0,Welcome to Wiz Robo.
2142,0,Today we are going to demonstrate how to display a simple message on a 16 by 2 LCD using Arduino.
2143,0,In this project we use I2C communication to connect the LCD with Arduino.
2144,0,The code initializes the LCD and continuously prints the word hello on the display.
2145,0,Now let us understand the coding part.
2146,0,1st we include the required libraries for I2C communication and LCD control.
2147,0,For this include libraries wire and liquid crystal_ITUC.
2148,0,Then we define the LCD address and size with code liquid crystal_I too see LCD 0X27162 in the setup function.
2149,0,"We start I2C communication, initialize the LCD and turn on the backlight with code wire dot begin."
2150,0,Start I2C uses a four as SDA A5 as SCL LCD init initialize LCD LCD backlight in the loop function LCD dot clear LCD set cursor 00 LCD dot print.
2151,0,Below delay 1000.
2152,0,"This code will clear the display, set the cursor position and print the text Hello repeatedly with a small delay."
2153,0,First decompile and then upload the code.
2154,0,"Now connect the wires BCC to 5V of Arduino board, G&D to G&D of Arduino board, SDA two of four of Arduino board, SCL 2 of 5 of Arduino board."
2155,0,"After completing the wiring and uploading the code power on the Arduino, if the connections are correct, the LCD will display the message Hello."
2156,0,"If the display is blank, adjust the contrast knob on the LCD module."
2157,0,Is project demonstrates basic.
2158,0,I too see communication and LCD interfacing using Arduino.
2159,0,"Hello everyone, welcome to Wiz Robo."
2160,0,In today's project we are going to learn how to interface a push button with a nice superscript 2C LCD display using Arduino.
2161,0,This is a very basic yet important project that.
2162,0,Helps us understand input and output devices and embedded systems.
2163,0,"This concept is widely used in real life, For example in elevators, when you press a button, the selected floor number appears on a display."
2164,0,"Similarly, in digital attendance systems or ticket machines, pressing a button triggers a message on the screen."
2165,0,"To build this project, we use an Arduino Uno, a push button, and a 16 by two I Superscript 2C LCD display."
2166,0,The I Superscript 2C LCD reduces wiring complexity by using only two data lines.
2167,0,SDA and SCL along with power and ground.
2168,0,Before uploading the code we need to install the required library.
2169,0,"In the Arduino IDE, go to Sketch, then Include Library, then Manage Libraries."
2170,0,Search for Liquid Crystal I2C and install it.
2171,0,"In the program, we first include the wire library for our Superscript 2C communication and the Liquid Crystal I2C library to control the LCD."
2172,0,We then define the button pin.
2173,0,As digital pin 3 and create an LCD object with address 0X27 and size 16 by two.
2174,0,"In the setup function we configure the button as input pull, which means we do not need an external resistor."
2175,0,"Then we initialize the I Superscript 2C communication, start the LCD and turn on its backlight."
2176,0,"In the loop function, we continuously read the button state."
2177,0,"When the button is pressed, the Arduino detects a low signal, moves the cursor to the first row of the LCD and displays the message Hello when the button is released."
2178,0,The screen is cleared for wiring.
2179,0,1 terminal of the button is connected to digital pin 3 and the other to ground.
2180,0,"The LCD's VCC connects to 5V, G&D to ground, SDA to a four and SCL to A5."
2181,0,"After uploading the code, when you press the button, the word Hello appears on the LCD."
2182,0,"When you release it, the display clears."
2183,0,"Congratulations, you have successfully completed the button and LCD project."
2184,0,Hello everyone.
2185,0,"Welcome to Wiz Robo, where we learn robotics in a simple way."
2186,0,Today we are going to control a buzzer using a push button and Arduino Uno.
2187,0,Let's start coding.
2188,0,In buzzer pin equals 7.
2189,0,That means the buzzer is connected to pin number 7.
2190,0,In button pin equals 8.
2191,0,That means the push button is connected to pin number 8.
2192,0,In button state equals.
2193,0,0 Store the button state.
2194,0,Whether the button is pressed or not.
2195,0,Boyd setup run only one time.
2196,0,When the Arduino board starts.
2197,0,Pin mode buzzer pin output.
2198,0,And pin mode button pin input_pulu.
2199,0,This line tells Arduino.
2200,0,That the buzzer pin will work as output.
2201,0,And the button pin will work as input.
2202,0,Now we write.
2203,0,Button state equals digital read button pin.
2204,0,This line reads the button value.
2205,0,And stores it in the variable button state.
2206,0,Now we use an if condition.
2207,0,If buttons stayed as low.
2208,0,That means the button is pressed.
2209,0,So the buzzer will turn on.
2210,0,If buttons stayed as high.
2211,0,That means the button is not pressed.
2212,0,So the buzzer will turn off.
2213,0,Uploading code and wiring.
2214,0,Upload your code by just clicking on the upload button.
2215,0,Now set the wires on the Arduino board 1 pin of buzzer to pin 7 of Arduino.
2216,0,Other pin a buzzer to G&D.
2217,0,One side of push button to pin 8 of Arduino.
2218,0,Other side of push button to G&D.
2219,0,Now test the code by pressing the push button.
2220,0,Well done.
2221,0,"When I press the button, the buzzer turns on."
2222,0,Hello everyone.
2223,0,"Welcome to Wiz Robo, where we learn robotics in a simple way."
2224,0,Today we are going to control an LED using a push button and Arduino Uno.
2225,0,Let's start coding.
2226,0,Create variables.
2227,0,It LED pin equals 7.
2228,0,That means LED is connected to pin number 7.
2229,0,Int button equals 2.
2230,0,That means push button is connected to pin number 2IN button state equals 0.
2231,0,This variable is used to store the button state.
2232,0,Void setup.
2233,0,The setup function runs only one time.
2234,0,When the Arduino board starts.
2235,0,Pin mode lead pin output.
2236,0,And.
2237,0,"Pen mode button, pen input_pulu."
2238,0,This line tells Arduino.
2239,0,That the LED pin will work as output and button pin will work as input.
2240,0,Now we come to the loop function.
2241,0,Now we write.
2242,0,Button state equals digital read button pin.
2243,0,This line reads the button value and stores it in the variable button state.
2244,0,Now we use an if condition.
2245,0,If button stayed as low lead will OF if button state is high then lead will glow.
2246,0,Upload your code by just clicking on upload button.
2247,0,"Now set the wires on Arduino board, the ground pin of LED to G&D pin of Arduino, pin 7 of Arduino to positive pen of LED"
2247,1,", pin 7 of Arduino to positive pen of LED, one side of button to pin 2 of Arduino and other side of button to 5V of Arduino."
2248,0,Now test the code by pushing the push button.
2249,0,Well done.
2250,0,The lead is glowing by pressing the button.
2251,0,"When I release the button, the LED turns off."
2252,0,Great job.
2253,0,Keep learning with Wizzrobe.
2254,0,Three LED pattern project using Arduino.
2255,0,In this project we will control three LED's connected to digital pin 7-8 and two of the Arduino.
2256,0,The LED's will glow one by one in a sequence creating a running light.
2257,0,Pattern.
2258,0,ETS now moved to the Arduino code.
2259,0,In the setup section we declare pin 7-8 and two as output pins so that the Arduino can control the LED's.
2260,0,"In the loop section, we turn on the LED connected to pin seven, wait for a short delay, and then turn it off."
2261,0,"After that, we turn on the LED connected to pin eight, wait and turn it off."
2262,0,"Then we turn on the LED connected to pin two, wait and turn it off."
2263,0,This sequence for Pete's continuously.
2264,0,Creating a running LED pattern.
2265,0,"When the Arduino is powered on, the LED's glow one after another in a continuous loop."
2266,0,This demonstrates how digital output pins of an Arduino can be used to control external components like LED's.
2267,0,"The components required for this project are one Arduino Uno board, three LED's connecting jumper wires."
2268,0,Now let us understand the circuit connections.
2269,0,"First, connect the positive leg or anode of the first LED to digital pin seven of the Arduino through a."
2270,0,"Finally, connect all the negative legs or cathodes of the LED's to the ground pin of the Arduino."
2271,0,"His project helps beginners understand basic Arduino programming, pin configuration and LED control."
2272,0,Thank you for watching.
2273,0,"Welcome back to Wiz Robo, where we learn robotics step by step."
2274,0,Today we are going to blink an LED using Arduino Uno and Arduino IDE.
2275,0,Let's start coding.
2276,0,1st I opened the Arduino IDE on my computer.
2277,0,Now we will write the program.
2278,0,Now look at this line.
2279,0,Void setup.
2280,0,This is the setup function.
2281,0,The code written inside setup runs only one time when the Arduino starts.
2282,0,"Ohh, we write this line."
2283,0,In mode 7 output.
2284,0,This line tells the Arduino that.
2285,0,Pin number seven will work as an output pin.
2286,0,That means we will connect an LED to pin 7.
2287,0,And Arduino will control it.
2288,0,The code inside the loop function.
2289,0,Now we write this line.
2290,0,Digital Right 7 high to turn on the LED.
2291,0,Delay 1000 Turn off the LED with digital right 7 low.
2292,0,Delay 1000 again.
2293,0,Upload the code.
2294,0,Now attach wires.
2295,0,Digital pin 7 to lead plus V pin.
2296,0,G&D pin to lead ground pin.
2297,0,The lead is glowing.
2298,0,Today we learned how to blink an LED using Arduino Uno.
2299,0,Keep practicing and keep learning with with Robo.
2300,0,Goodbye.
2301,0,This project is an RGB LED color control system using Arduino.
2302,0,The main objective of this project is to demonstrate how different colors can be produced using a single RGB LED by controlling its three primary color components.
2303,0,"Red, Green and Blue."
2304,0,"The RGB LED has three internal LEDs, Red, Green and Blue, which are connected to the Arduino through current limiting resistors."
2305,0,"By turning these LED's on and off in different combinations, we can generate multiple colors such as red, green, blue, yellow, cyan, magenta, and white."
2306,0,"The Arduino is programmed to automatically cycle through different colors at regular intervals, creating a smooth and visually attractive lighting effect."
2307,0,"This project helps students understand digital output control, color mixing, and basic microcontroller programming."
2308,0,"It can be used in decorative lighting, mood lighting systems and creative electronic displays."
2309,0,This project is a gas detection system using the MQ 135 gas sensor and Arduino.
2310,0,The main objective of this system is to monitor air quality and warn users when harmful gases are present.
2311,0,The MQ 135.
2312,0,"Sensor continuously detects gases such as ammonia, smoke, carbon dioxide and other pollutants."
2313,0,It sends an analog signal to the Arduino which is processed and displayed on a 16 by two I Superscript 2C LCD screen in real time.
2314,0,"When the gas level exceeds A predefined safe limit, the system turns on an LED as a visual warning."
2315,0,"If the gas level is normal, the LED remains off and the LCD displays normal air."
2316,0,"This project is useful in homes, kitchens, laboratories, industries, and safety monitoring systems and help students."
2317,0,"Understand sensor interfacing, analog data processing and real time monitoring using Arduino."
2318,0,This project is a password protected appliance control system using Arduino designed to provide security and controlled access to electrical appliances.
2319,0,In this system a 16 by two I Superscript 2C LCD.
2320,0,"2 push buttons, a relay module and a letter interfaced with an Arduino Uno."
2321,0,The user enters A4 digit password using only two buttons.
2322,0,1 button is used to increment the digit from zero to 9 and the second button is used to confirm and move to the next digit.
2323,0,The entered password is compared with the pre stored password in the Arduino.
2324,0,"If the password is correct, the relay is activated allowing the connected appliance to turn on."
2325,0,"If the password is incorrect, the lead gives an alert indicating unauthorized access."
2326,0,"All system status messages such as enter, password, access granted or wrong password are displayed on the LCD."
2327,0,This project demonstrates the practical application of embedded systems in security and automation.
2328,0,"It is useful for home security, smart access control and appliance protection, and help students understand button interfacing, LCD communication and relay control using Arduino."
2329,0,In this project we have designed an LCD based sensor display system using Arduino and a 16 by two I Superscript 2C LCD.
2330,0,The main objective of this project is to monitor environmental parameters and display them in real time.
2331,0,"In an LCD screen, the system uses a DHT 11 sensor to measure temperature and humidity, and an LDR sensor to detect light intensity in the surrounding environment."
2332,0,These sensor values are continuously read by the Arduino Uno and processed internally.
2333,0,"Instead of using many wires, this project uses I Superscript 2C communication, which allows the LCD to work using only two data lines, SDA and SCL."
2334,0,"This makes the circuit simple, compact and more reliable, especially for IoT and embedded system applications."
2335,0,The measured temperature.
2336,0,Humidity and light intensity values are displayed on the 16 by 2 LCD in an easy to understand format
2336,1,", allowing users to monitor environmental conditions without the need for a serial monitor or computer connection."
2337,0,"This type of project is widely used in smart homes, whether monitoring systems, classrooms, greenhouses and industrial automation panels."
2338,0,It is an excellent project for students and beginners to understand sensor interfacing I Superscript 2C communication and real time data display using Arduino.
2339,0,"Hello my dear friends, today I am presenting my project called Automatic Light Control System."
2340,0,The aim of this project is to automatically turn a light on or off based on surrounding light conditions to save electricity.
2341,0,"In this project, an LDR sensor detects the light intensity and sends its value to the microcontroller."
2342,0,"When the surroundings become dark, the LDR value decreases and the microcontroller activates the relay, which works as an electrically operated switch and turns the light on."
2343,0,"When sufficient light is present, the relay turns off and the light switches off automatically."
2344,0,The relay is connected using calm and and no terminals along with the resistor for safety.
2345,0,"This project is very useful for street lights, home automation and energy saving applications."
2346,0,Thank you.
2347,0,In this project we are implementing a temperature based LED control project using Arduino Uno
2347,1,", DHT 11 sensor and a relay module where an LED turns on automatically when the temperature rises above a set limit."
2348,0,"Arduino Uno acts as the controller, DHT 11 works as the temperature sensor and the relay acts as an electrically operated switch."
2349,0,"The DHT 11 sensor is connected with its VCC to 5V, data pin to digital pin, D7 and G&D to ground."
2350,0,"The relay module is connected with in one to D8BCC to 5V and G&D to G&D, and since the relay is a low level trigger module, it turns on when the lowest signal is applied."
2351,0,"The LED is connected through the normally open terminal of the relay, with its positive connected to 5V through a resistor and its negative connected to the."
2352,0,Now terminal while Cam is connected to ground.
2353,0,"In the code, the DHT library is used to read the temperature value and Arduino continuously checks if the temperature exceeds 30°C."
2354,0,"If it does, Arduino sends a low signal to the relay pin, turning on the relay and lighting the LED's and if the temperature."
2355,0,Good morning my dear friends.
2356,0,Today I am very happy to present my project titled Relay Controlled LED System using a Microcontroller.
2357,0,The main objective of this project is to understand how a relay can be used as an electrically operated.
2358,0,Switch to control devices safely and efficiently.
2359,0,"In this system, each LED has two terminals known as the anode and a cathode."
2360,0,"The cathode of each LED is connected directly to ground, while the anode is connected through a 220 ohm current limiting resistor to the calm terminal of the relay."
2361,0,The no or normally open terminal of the relay is connected to a 5 Volt power supply.
2362,0,"When the relay is in the off state, the circuit remains open so no current flows."
2363,0,And the LED stays off.
2364,0,"When the microcontroller sends a signal to the relay through the programmed code, the relay turns on and the comment and no terminals get connected"
2364,1,", completing the circuit and allowing current to flow through the resistor and LED, causing the LED to light up."
2365,0,In this project we are implementing a button controlled relay project using Arduino Uno and a 2 channel relay module where a push button is used to manually control the relay operation.
2366,0,Arduino Uno acts as the controller the push button.
2367,0,Acts as an input device and the relay module is used to switch external electrical devices.
2368,0,"The relay module is a 5 Volt optic coupler based low level trigger relay, meaning the relay turns on when the input signal is low."
2369,0,"For wiring, the push button is connected between digital pin D2 and G&D."
2370,0,"Relay in one is connected to D8, in two to D9, while VCC and GND D of the relay are connected to 5V and G&D of Arduino."
2371,0,In the code the button pen is configured as input_pull up so the pin reads high.
2372,0,"Normally and low, when the button is pressed, both relay pins are set as output and initially kept off by sending high signals."
2373,0,"Inside the loop function, Arduino continuously reads the button state and when the button is pressed it sends low signals to both relay pins to turn them on"
2373,1,", and when the button is released it sends high signals to turn them off."
2374,0,"This project helps students understand digital input reading, low level relay control, and basic manual automation concepts."
2375,0,In this project we are working on a 2 channel relay on and off control project using Arduino Uno where Arduino Uno acts as the main controller and a fivefold optocoupler based low level trigger relay
2375,1,optocoupler based low level trigger relay module is used to control electrical devices.
2376,0,"The relay module is connected such that in one is connected to digital pin D8, in two is connected to digital pin, D9DC is connected to 5V and G&D is connected to G&D."
2377,0,In the Arduino code we 1st declare 2 integer variables to store the relay pin numbers and then inside the setup function we set both pins as output using the pin mode function and keep both relays off
2377,1,the pin mode function and keep both relays off initially by sending high signals because this relay works on low level triggering.
2378,0,"In the loop function, Arduino sends a low signal to pin D8 to turn on relay one while keeping relay 2 off."
2379,0,"Then after a delay of two seconds, it turns relay one off and sends a low signal to pin D9 to turn on relay 2, and after another delay it sends high signals to both pins to turn both relays off."
2380,0,"This process keeps repeating continuously, allowing us to observe the relay switching through LED indicators and clicking sounds."
2381,0,"And through this project, students learn how digital output pins work, how low level triggered relays operate, and how Arduino can be used for basic automation and control applications."
2382,0,Welcome to Wiz Robo.
2383,0,"In this project we are creating a simple alert system using Arduino, a push button, an RGB LED and a buzzer."
2384,0,"This system is useful for emergency alarms, security systems and classroom call buttons where a person can press a button to give an alert."
2385,0,In the code we define the button pin RGB.
2386,0,LED pins and buzzer pin and set them as input and output in the setup function.
2387,0,"In the loop function, Arduino continuously checks the button state."
2388,0,"When the button is pressed, the system goes into alert mode, the red color of the RGB LED turns on and the buzzer starts beeping."
2389,0,"When the button is not pressed, the system stays in safe mode, the green LED turns on, and the buzzer remains off."
2390,0,"For wiring, we connect the button to pin 2 and ground, the RGB red pen to pin 9, green pen to pen 10, the common pin to ground, and the buzzer to pin 8 and ground."
2391,0,"After uploading the code, we test the system by pressing the button and observing the red light and buzzer and releasing the button to see the green light and buzzer off."
2392,0,This project helps us understand how input and output devices work in Arduino.
2393,0,Thank you for watching WAS Robo and keep learning robotics and coding.
2394,0,"Hello everyone, welcome to Wiz Robo."
2395,0,Today we are going to learn a very exciting project Bluetooth controlled LED using HCP 05 and Arduino.
2396,0,This project helps us understand wireless communication.
2397,0,Between a mobile phone and an embedded system.
2398,0,In this project we use an HC 05 Bluetooth module to send commands from a smartphone to the Arduino.
2399,0,The Arduino receives these commands and controls an LED accordingly.
2400,0,The HC05 module communicates with Arduino using serial communication.
2401,0,"When we send a signal from the mobile app, the HCP 05 receives it and transfers it to the Arduino through its TX and RX pins."
2402,0,"In our program, we use the software serial library to create a virtual serial communication channel on digital pins 10 and 11."
2403,0,The Arduino continuously listens for incoming Bluetooth data.
2404,0,"When we send one from the mobile phone, the Arduino turns the LED on."
2405,0,"When we send 0, the Arduino turns the LED off."
2406,0,This shows how we can control electronic devices wirelessly.
2407,0,"This concept is widely used in real life, such as Bluetooth controlled home automation, smart lights, wireless robots and remote controlled appliances."
2408,0,"After uploading the code, we pair our phone with the HC05 module and use a Bluetooth app to send commands."
2409,0,"When we press 1, the LED glows and when we."
2410,0,"Rest zero, it turns off."
2411,0,Congratulations.
2412,0,You have successfully built a Bluetooth controlled LED system.
2413,0,"Keep experimenting, keep learning, and keep building with with Robo."
2414,0,Now let us understand the wiring connections.
2415,0,Connect one leg of the push button to pin 6 and the other leg to ground.
2416,0,You can use a resistor or internal pull up for stable reading.
2417,0,The servo motor has three wires.
2418,0,The red wire goes to five volts.
2419,0,The brown or black wire goes to ground.
2420,0,The yellow or orange wire goes to pin 13.
2421,0,Connect Arduino to the computer using a USB cable.
2422,0,Open Arduino ID and Serial Monitor to see button values.
2423,0,Upload the block code to Arduino.
2424,0,Press the button and the servo will rotate to 20°.
2425,0,Release the button and the servo will rotate back to 90°.
2426,0,"This project is used in automatic doors, robotic arms, and smart gate systems."
2427,0,You can improve this project by adding LED's or buzzers for alerts.
2428,0,Keep practicing.
2429,0,Keep building projects and keep learning robotics with Wise Robo.
2430,0,Thank you for watching.
2431,0,"Hello everyone, welcome to Wiz Robo."
2432,0,Today we are going to learn a very interesting project Bluetooth based temperature monitoring system using HC05 and DHT 11 sensor.
2433,0,This project helps us understand.
2434,0,Wireless communication and real time data monitoring.
2435,0,In this project we use a DHT 11 temperature and humidity sensor to measure the surrounding environment.
2436,0,The sensor sends this data to the Arduino in digital form.
2437,0,The Arduino then transmits the temperature and humidity values wirelessly to a mobile phone using the HC05 Bluetooth module.
2438,0,The HC05 communicates with Arduino using serial communication on pins 10 and 11.
2439,0,"In our program, we use the DHT library to read temperature and humidity."
2440,0,Every two seconds the Arduino sends updated sensor values to the Bluetooth terminal app on our phone.
2441,0,"This type of system is used in smart homes, whether monitoring greenhouse automation and industrial temperature control systems."
2442,0,"After uploading the code, we pair our phone with the HC05 module and open the Bluetooth terminal app."
2443,0,"Instantly, we can see live temperature and humidity readings on our mobile screen."
2444,0,Congratulations.
2445,0,You have successfully built a Bluetooth temperature monitoring system.
2446,0,"Keep learning, keep experimenting, and keep building with Wise Robo."
2447,0,Now I will explain how this program works step by step.
2448,0,"When the Arduino starts, it first opens serial communication at 9600 baud rate."
2449,0,Then the OLED display is initialized and cleared so it is ready to show.
2450,0,Symbols.
2451,0,"The IR receiver is also initialized on pin 6 and both servos are set to their starting positions, so the crane is in a stable state."
2452,0,"Inside the forever loop, the Arduino keeps checking if any data is received from the IR remote."
2453,0,"Whenever a button is pressed, the IR receiver reads the hex value of that button and refreshes for the next command."
2454,0,Each hex value is linked to a specific action.
2455,0,"For example, when 1 button is pressed, the OLED shows a symbol and a servo on pin 13 rotates slightly to move the crane left or right."
2456,0,Another button makes the servo rotate in the opposite direction.
2457,0,"When the up button is pressed, the servo on pin 12 moves to raise the object and when the down button is pressed, the servo moves back to lower the object."
2458,0,"At the same time, the OLED display updates to show arrows or icons so we can visually understand what action the crane is performing."
2459,0,"This project helps us learn how IR remote communication works, how different inputs can control motors"
2459,1,", how different inputs can control motors, and how multiple components like servos and OLED displays can work together to create a smart machine."
2460,0,In this project we create an automatic CSI using a Control Board and a servo motor.
2461,0,"A seesaw normally moves up and down when children push with their feet, but here the movement is controlled electronically."
2462,0,"The servo motor is connected to pin 13 of the main board, with its power and ground properly connected."
2463,0,"When the program starts, the board sends angle and delay commands to the servo motor."
2464,0,"By changing the angle value, the servo rotates in a specific direction and speed, which makes one side of the seesaw rise while the other side falls."
2465,0,"An angle close to 90 slows or stops the rotation, while values lower or higher than 90 control the direction and speed."
2466,0,"With the added delay, the motion becomes smooth and continuous, giving the seesaw A realistic up and down movement."
